1000	-348,0756983821270	-6,27202234508904E+00
1023,292992	-346,8764218041810	-6,13430950993653E+00
1047,128548	-345,6771125190730	-5,99983550375857E+00
1071,519305	-344,4777719855830	-5,86852993987896E+00
1096,478196	-343,2784015904040	-5,74032404407248E+00
1122,018454	-342,0790026591400	-5,61515063337864E+00
1148,153621	-340,8795764560890	-5,49294407725104E+00
1174,897555	-339,6801241950070	-5,37364027204348E+00
1202,264435	-338,4806470281400	-5,25717660511941E+00
1230,268771	-337,2811460635650	-5,14349192951749E+00
1258,925412	-336,0816223475740	-5,03252652753164E+00
1288,249552	-334,8820768878540	-4,92422208972418E+00
1318,256739	-333,6825106433620	-4,81852168057349E+00
1348,962883	-332,4829245311390	-4,71536971402549E+00
1380,384265	-331,2833194210010	-4,61471192260603E+00
1412,537545	-330,0836961525830	-4,51649533679946E+00
1445,439771	-328,8840555216250	-4,42066825231314E+00
1479,108388	-327,6843982822260	-4,32718020551969E+00
1513,561248	-326,4847251619660	-4,23598195341883E+00
1548,816619	-325,2850368543820	-4,14702544426798E+00
1584,893192	-324,0853340135160	-4,06026379319276E+00
1621,810097	-322,8856172661460	-3,97565126097003E+00
1659,586907	-321,6858872174310	-3,89314323337770E+00
1698,243652	-320,4861444345370	-3,81269619106674E+00
1737,800829	-319,2863894642210	-3,73426769586842E+00
1778,27941	-318,0866228203960	-3,65781636304448E+00
1819,700859	-316,8868449986860	-3,58330184368839E+00
1862,087137	-315,6870564720720	-3,51068480499278E+00
1905,460718	-314,4872576847070	-3,43992690637011E+00
1949,8446	-313,2874490627570	-3,37099078283283E+00
1995,262315	-312,0876310117970	-3,30384002585780E+00
2041,737945	-310,8878039173600	-3,23843916387340E+00
2089,296131	-309,6879681445750	-3,17475364379150E+00
2137,96209	-308,4881240410790	-3,11274981442969E+00
2187,761624	-307,2882719378920	-3,05239490843966E+00
2238,721139	-306,0884121483670	-2,99365702582050E+00
2290,867653	-304,8885449679060	-2,93650511667438E+00
2344,228815	-303,6886706789860	-2,88090896641006E+00
2398,832919	-302,4887895464640	-2,82683917910272E+00
2454,708916	-301,2889018234100	-2,77426716313983E+00
2511,886432	-300,0890077473460	-2,72316511585856E+00
2570,395783	-298,8891075427360	-2,67350600903975E+00
2630,267992	-297,6892014203790	-2,62526357548007E+00
2691,534804	-296,4892895792460	-2,57841229484911E+00
2754,228703	-295,2893722071890	-2,53292738077319E+00
2818,382931	-294,0894494773310	-2,48878476772360E+00
2884,031503	-292,8895215548520	-2,44596109857398E+00
2951,209227	-291,6895885917830	-2,40443371244894E+00
3019,95172	-290,4896507300230	-2,36418063294570E+00
3090,295433	-289,2897081016040	-2,32518055674981E+00
3162,27766	-288,0897608277060	-2,28741284224526E+00
3235,936569	-286,8898090208760	-2,25085749925907E+00
3311,311215	-285,6898527821550	-2,21549517799111E+00
3388,441561	-284,4898922050980	-2,18130715945039E+00
3467,368505	-283,2899273723710	-2,14827534519063E+00
3548,133892	-282,0899583594300	-2,11638224845910E+00
3630,780548	-280,8899852314140	-2,08561098444081E+00
3715,352291	-279,6900080455250	-2,05594526185412E+00
3801,893963	-278,4900268489880	-2,02736937404968E+00
3890,45145	-277,2900416830640	-1,99986819135810E+00
3981,071706	-276,0900525778410	-1,97342715239819E+00
4073,802778	-274,8900595576840	-1,94803225737559E+00
4168,693835	-273,6900626363580	-1,92367005973578E+00
4265,795188	-272,4900618209130	-1,90032766006615E+00
4365,158322	-271,2900571093540	-1,87799269862435E+00
4466,835922	-270,0900484915090	-1,85665334924194E+00
4570,881896	-268,8900359490560	-1,83629831317184E+00
4677,351413	-267,6900194554730	-1,81691681281409E+00
4786,300923	-266,4899989756830	-1,79849858645551E+00
4897,788194	-265,2899744660710	-1,78103388273626E+00
5011,872336	-264,0899458752220	-1,76451345556794E+00
5128,61384	-262,8899131416400	-1,74892855919149E+00
5248,074602	-261,6898761960790	-1,73427094372935E+00
5370,317964	-260,4898349601670	-1,72053285093411E+00
5495,408739	-259,2897893468290	-1,70770700998857E+00
5623,413252	-258,0897392584140	-1,69578663373352E+00
5754,399373	-256,8896845891590	-1,68476541523468E+00
5888,436554	-255,6896252229940	-1,67463752445611E+00
6025,595861	-254,4895610340100	-1,66539760516500E+00
6165,950019	-253,2894918856540	-1,65704077224722E+00
6309,573445	-252,0894176314460	-1,64956260913970E+00
6456,54229	-250,8893381137320	-1,64295916557287E+00
6606,93448	-249,6892531638630	-1,63722695552320E+00
6760,829754	-248,4891626013490	-1,63236295548673E+00
6918,309709	-247,2890662340810	-1,62836460289719E+00
7079,457844	-246,0889638577080	-1,62522979489474E+00
7244,359601	-244,8888552547440	-1,62295688720705E+00
7413,102413	-243,6887401948000	-1,62154469349527E+00
7585,77575	-242,4886184336810	-1,62099248468075E+00
7762,471166	-241,2884897129860	-1,62129998875691E+00
7943,282347	-240,0883537594270	-1,62246739067766E+00
8128,305162	-238,8882102846250	-1,62449533260017E+00
8317,637711	-237,6880589838240	-1,62738491429323E+00
8511,380382	-236,4878995360410	-1,63113769389880E+00
8709,6359	-235,2877316027680	-1,63575568881570E+00
8912,509381	-234,0875548275820	-1,64124137694686E+00
9120,108394	-232,8873688351900	-1,64759769813989E+00
9332,543008	-231,6871732308510	-1,65482805589815E+00
9549,92586	-230,4869675992460	-1,66293631931664E+00
9772,37221	-229,2867515039420	-1,67192682539326E+00
10000	-228,0865244860540	-1,68180438137631E+00
10232,92992	-226,8862860636490	-1,69257426758898E+00
10471,28548	-225,6860357305310	-1,70424224045224E+00
10715,19305	-224,4857729551980	-1,71681453568687E+00
10964,78196	-223,2854971796780	-1,73029787193530E+00
11220,18454	-222,0852078183120	-1,74469945448622E+00
11481,53621	-220,8849042567080	-1,76002697945358E+00
11748,97555	-219,6845858502240	-1,77628863809676E+00
12022,64435	-218,4842519225190	-1,79349312146187E+00
12302,68771	-217,2839017645460	-1,81164962535774E+00
12589,25412	-216,0835346323940	-1,83076785554311E+00
12882,49552	-214,8831497463430	-1,85085803330276E+00
13182,56739	-213,6827462887560	-1,87193090121795E+00
13489,62883	-212,4823234025350	-1,89399772933268E+00
13803,84265	-211,2818801891730	-1,91707032156706E+00
14125,37545	-210,0814157070150	-1,94116102249439E+00
14454,39771	-208,8809289690700	-1,96628272443880E+00
14791,08388	-207,6804189409630	-1,99244887479060E+00
15135,61248	-206,4798845388020	-2,01967348386822E+00
15488,16619	-205,2793246267010	-2,04797113293523E+00
15848,93192	-204,0787380144880	-2,07735698263756E+00
16218,10097	-202,8781234551430	-2,10784678179877E+00
16595,86907	-201,6774796420160	-2,13945687658866E+00
16982,43652	-200,4768052062160	-2,17220422005458E+00
17378,00829	-199,2760987134750	-2,20610638199603E+00
17782,7941	-198,0753586612660	-2,24118155934782E+00
